"","RackNo","RackPos","Replicate_1","Replicate_2","mean","sd","CATNUM","mol weight Structure","Name","SecName","Class","Enzyme","Action","Selectivity","Description"
"48",1,"F05",31.5176749877244,31.8825726128387,31.7001238002816,0.258021585157155,"A 1895",422.35148,"Aurintricarboxylic acid","ATA","Apoptosis","Enzyme","Inhibitor","TopoII","DNA topoisomerase II inhibitor"
"49",6,"E03",30.780108506674,29.9506173432559,30.365362924965,0.586538826587303,"D 7910",215.03703,"3,4-Dichloroisocoumarin","3,4-DCI","Biochemistry","Enzyme","Inhibitor","Serine Protease","Serine protease inhibitor"
"50",4,"C10",30.6970177159268,28.5820186593512,29.639518187639,1.49553017510778,"C 8221",284.31467,"Caffeic acid phenethyl ester","CAPE","Cell Cycle",NA,"Inhibitor","NFkB","NFkB inhibitor"
"51",3,"F07",26.2193352298998,31.3855023500945,28.8024187899972,3.65303180343263,"B-135",455.19272,"R(+)-6-Bromo-APB hydrobromide","R(+)-6-Bromo-7,8-dihydroxy-3-allyl-1-phenyl-2,3,4,5-tetrahydro-
1H-3-benzazepine hydrobromide","Dopamine",NA,"Agonist","D1/D5","D1 Dopamine receptor agonist"
"52",16,"D02",27.9962997682355,28.9059178139734,28.4511087911044,0.643197088430877,"T 7665",268.23371,"Tyrphostin 51","2-Amino-1,1,3-tricyano-4-(3',4',5'-trihydroxyphenyl)butadiene","Phosphorylation","Enzyme","Inhibitor","EGFR","EGFR tyrosine kinase inhibitor"
"53",16,"C02",30.5493769282687,25.9118396265205,28.2306082773946,3.27923407407171,"T 7540",220.25146,"Tyrphostin 47","RG 50864","Phosphorylation","Enzyme","Inhibitor","EGFR","EGFR tyrosine kinase inhibitor"
"54",11,"H02",29.2004969947741,25.3998324016565,27.3001646982153,2.68747570680905,"M 9440",168.15341,"Me-3,4-dephostatin","3,4-Dihydroxy-N-methyl-N-nitrosaline","Phosphorylation","Enzyme","Inhibitor","PP1B / SHPTP-1","Selective inhibitor of protein tyrosine phosphatase 1B and SHPTP-1"
"55",4,"F11",0.406152104346559,53.3219342937408,26.8640431990437,37.417108417911,"C 9611",247.25286,"CPCCOEt","7-(Hydroxyimino)cyclopropa[b]chromen-1a-carboxylate ethyl ester","Glutamate",NA,"Antagonist","mGluR1","Selective non-competitive mGlu1 glutamate receptor antagonist"
"56",7,"H07",29.5371887420154,22.9575125960364,26.2473506690259,4.65253362083315,"F 6800",386.67579,"Fenoldopam bromide","SKF-82526","Dopamine",NA,"Agonist","D1","Peripheral D1 dopamine receptor agonist"
"57",14,"E08",25.0150283469591,26.0758964492222,25.5454623980907,0.750147029054782,"S 2941",350.25845,"SKF 75670 hydrobromide","7,8-dihydroxy-3-methyl-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine hydrobromide","Dopamine",NA,"Agonist","D1","Atypical D1 dopamine receptor agonist; displays antagonist activity in vitro and agonist activity in vivo"
"58",12,"D09",22.1792535377984,26.8643513685261,24.5218024531623,3.31286444662993,"P 4394",300.05722,"Cisplatin","cis-Diammineplatinum(II) dichloride","DNA",NA,"Intercalator",NA,"Induces intrastrand DNA crosslinks; effects are regulated by kinases, phosphatases and Ca2+/calmodulin"
"59",3,"E09",24.4827914318431,23.2053728291161,23.8440821304796,0.903271356402114,"C 0625",180.16171,"Caffeic Acid","3,4-Dihydroxycinnamic acid","Cell Stress",NA,"Inhibitor","Antioxidant","Antioxidant; inhibits the synthesis of leukotrienes that are involved in immunoregulation and inflammation"
"60",3,"F10",22.5700492149463,22.8596592111151,22.7148542130307,0.204785192190348,"C 1251",290.27523,"(+)-Catechin Hydrate","(+)-Cyanidol-3","Cell Stress",NA,"Inhibitor","Antioxidant","Antioxidant; free radical scavenger"
"61",14,"H08",23.5852490428045,20.7095174799174,22.147383261361,2.03344928898967,"S 3191",419.14851,"SKF 83565 hydrobromide","6-chloro-1-(3-chlorophenyl)-7,8-dihydroxy-3-methyl-2,3,4,5-tetrahydro-1H-3-benzazepine hydrobromide","Dopamine",NA,"Agonist","D1","Atypical D1 dopamine receptor agonist; displays antagonist activity in vitro and agonist activity in vivo"
"62",5,"H08",23.2518775557192,20.8291598949108,22.040518725315,1.713120086858,"D 3648",172.18814,"N,N,N',N'-Tetramethylazodicarboxamide","Azodicarboxylic acid bis(dimethylamide); diamide","Cell Stress",NA,"Modulator","Thiols","Thiol-oxidizing agent"
"63",11,"F05",21.9906705863352,21.5874142760341,21.7890424311847,0.285145271570169,"M-184",206.63317,"3-Morpholinosydnonimine hydrochloride","Linsidomine hydrochloride","Nitric Oxide",NA,"Donor",NA,"Nitric oxide donor"
"64",15,"F11",21.9130656894563,19.5723824031956,20.742724046326,1.65511302432494,"T 7254",369.31304,"Na-p-Tosyl-L-lysine chloromethyl ketone hydrochloride","TLCK hydrochloride","Cyclic Nucleotides","Enzyme","Inhibitor","Adenylyl cyclase","Adenylyl cyclase inhibitor; blocks the LPS- or cytokine-induced activation of nuclear factor kB (NFkB)"
"65",8,"G10",20.9167563243769,17.3003594698173,19.1085578970971,2.55717873932075,"N 1786",310.39328,"NSC 95397","2,3-bis[(2-Hydroxyethyl)thio]-1,4-naphthoquinone","Phosphorylation","Enzyme","Inhibitor","Cdc25","Selective, irreversible Cdc25 dual specificity phosphatase inhibitor."
"66",8,"A11",16.5057391665558,18.7088144763767,17.6072768214662,1.55780949103899,"I 1149",184.96468,"Iodoacetamide",NA,"Biochemistry","Enzyme","Inhibitor",NA,"Alkylating reagent for cysteine and histidine residues in proteins; irreversible protein inhibitor
"
"67",5,"G03",19.2730030200873,15.7064716910936,17.4897373555904,2.52191848804572,"C-126",226.23408,"S-(-)-Carbidopa",NA,"Biochemistry","Enzyme","Inhibitor","Aromatic amino acid decarboxylase","Peripherally active L-aromatic amino acid decarboxylase inhibitor; used in combination with levodopa for the treatment of Parkinson's Disease."
"68",5,"H03",18.233388868948,16.1652585163787,17.1993236926634,1.46238899667951,"C-130",410.74172,"(±)-Chloro-APB hydrobromide","(±)-SKF-82958 hydrobromide","Dopamine",NA,"Agonist","D1","D1 dopamine receptor agonist."
"69",8,"C07",16.1529327151943,14.5981099584509,15.3755213368226,1.09942571483645,"H 8502",189.64334,"Dopamine hydrochloride","3-Hydroxytyramine hydrochloride","Dopamine",NA,"Agonist",NA,"Endogenous neurotransmitter"
"70",11,"B10",13.7641633100013,15.4539485405285,14.6090559252649,1.19485859525467,"N 7634",346.34281,"Nifedipine",NA,"Ca2+ Channel",NA,"Antagonist","L-type","L-type Ca2+ channel blocker; vasodilator"
"71",8,"G08",16.2891662824143,12.807478164843,14.5483222236287,2.46192527791131,"H 9772",220.22989,"5-Hydroxy-L-tryptophan","S(+)-1-alpha-Amino-5-hydroxyindole-3-propionic acid","Serotonin",NA,"Precursor",NA,"Serotonin precursor; antidepressant; anti-epileptic"
"72",4,"F08",14.1840662729391,14.5348156910867,14.3594409820129,0.248017292069416,"C 7255",225.20358,"Cystamine dihydrochloride","Decarboxycystine dihydrochloride","Glutamate","Enzyme","Inhibitor","Transglutaminase","Transglutaminase inhibitor; substrate analog"
"73",8,"F08",14.4943532590622,12.825501654416,13.6599274567391,1.18005628643936,"L 2167",402.44832,"L-165,041","4-[3-(4-Acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxyacetic acid","Lipid Signaling",NA,"Agonist","PPAR-gamma","Peroxisome proliferator-activated receptor (PPAR) gamma agonist."
"74",4,"B08",13.8993143526997,11.5986109078246,12.7489626302622,1.62684300737046,"C 6895",367.81353,"Cefaclor",NA,"Antibiotic",NA,NA,"Cell wall synthesis","Semi-synthetic cephalosporin antibiotic; interferes with cell wall synthesis"
"75",10,"H10",13.6627379312478,11.0537194110532,12.3582286711505,1.84485468787085,"M 6680",218.5428,"Se-(methyl)selenocysteine hydrochloride","Se-MSC","Cell Cycle",NA,"Inhibitor",NA,"Potent chemopreventive agent"
"76",15,"F03",13.4504441409654,10.8357789712751,12.1431115561203,1.84884747202034,"S-145",248.21958,"SKF 91488 dihydrochloride","4-(N,N-Dimethylamino)butylisothiourea dihydrochloride","Histamine","Enzyme","Inhibitor","Histamine N-methyltransferase","Histamine N-methyltransferase inhibitor"
"77",9,"E03",12.4364936241672,11.7856163367845,12.1110549804759,0.46023974362859,"I 7016",364.29643,"1-(5-Isoquinolinylsulfonyl)-2-methylpiperazine dihydrochloride","H-7 dihydrochloride","Phosphorylation","Enzyme","Inhibitor","PKA / PKC","Inhibitor of cyclic nucleotide dependent protein kinase (PKA) and protein kinase C (PKC)"
"78",10,"E06",10.3121258487688,13.3482097613374,11.8301678050531,2.14683552282864,"M 3184",437.36781,"MG 624","N,N,N-Triethyl-2-(4-trans-stilbenoxy)ethylammonium iodide","Cholinergic",NA,"Antagonist","Nicotinic","Nicotinic acetylcholine receptor antagonist; selectively inhibits alpha-bungarotoxin sensitive receptors that contain the alpha7 subunit"
"79",4,"A02",12.7243341094509,10.3353188809157,11.5298264951833,1.68928886845517,"C 2932",383.83491,"Chelerythrine chloride","1,2-Dimethoxy-N-methyl(1,3)benzodioxolo(5,6-c)phenanthridinium chloride","Phosphorylation","Enzyme","Inhibitor","PKC","PKC inhibitor; affects translocation of PKC from cytosol to plasma membrane"
"80",7,"G11",12.0710962205241,10.5968707272332,11.3339834738787,1.0424348433041,"G 8134",891.5442,"Gallamine triethiodide",NA,"Cholinergic",NA,"Antagonist","M2","M2 muscarinic acetylcholine receptor antagonist; muscle relaxant"
"81",5,"H07",10.1675257629994,12.0887354918984,11.1281306274489,1.35850042738602,"D 2064",766.59726,"Dequalinium analog, C-14 linker","C14 Linker; DECA-14; Quinolinium","Phosphorylation","Enzyme","Inhibitor","PKC-alpha","Protein kinase C-alpha (PKC-alpha) inhibitor"
"82",7,"G08",11.129365848149,10.6032288053655,10.8662973267572,0.372035070785662,"F 8927",420.40082,"Flupirtine maleate","2-amino-6-[[(4-fluorophenyl)methyl]amino]-3-pyridinyl]-carbamic acid, ethyl ester maleate","Glutamate",NA,"Antagonist","NMDA","NMDA glutamate receptor antagonist; centrally acting analgesic"
"83",11,"C03",9.77009774012883,11.1037924768237,10.4369451084763,0.943064592349747,"M 9656",338.25819,"H-8 dihydrochloride","N-[2-(Methylamino)ethyl]-5-isoquinolinesulfonamide dihydrochloride","Phosphorylation","Enzyme","Inhibitor","PKA, PKG","Potent inhibitor of cAMP- and cGMP-dependent protein kinase"
"84",10,"C05",11.0988137370378,9.350282719109,10.2245482280734,1.2363981398925,"M 2525",300.83447,"Mianserin hydrochloride","1,2,3,4,10,14b-Hexahydro-2-methyldibenzo[c,f]pyryzino[1,2-a]azepine hydrochloride","Serotonin",NA,"Antagonist",NA,"Serotonin receptor antagonist"
"85",10,"F03",9.84879737607868,9.54050815872061,9.69465276739964,0.217993396160588,"M 0814",335.23079,"R(-)-Me5","1-(2,6-Dimethylphenoxy)-3-methyl-2-butanamine hydroiodide","Na+ Channel",NA,"Antagonist",NA,"Potent sodium channel antagonist"
"86",4,"D03",8.14100704305264,10.4763344874196,9.30867076523613,1.65132587220293,"C 3930",687.71276,"Calmidazolium chloride","R 24571 chloride","Intracellular Calcium","Enzyme","Inhibitor","Ca2+ATPase","Potent inhibitor of calmodulin activation of phosphodiesterase; strongly
inhibits calmodulin-dependent Ca2+-ATPase"
"87",1,"D06",17.5611829878952,0.951793214508787,9.256488101202,11.744612140132,"A 2385",244.20864,"5-azacytidine","4-Amino-1-(beta-D-ribofuranosyl)-1,3,5-triazin-2(1H)-one; Ladakamycin","DNA Metabolism","Enzyme","Inhibitor","DNA methyltransferase","DNA methyltransferase inhibitor"
"88",6,"A11",7.98407716712624,10.0360925179176,9.01008484252191,1.45099396964345,"E 1279",248.30564,"Enoximone","1,3-Dihydro-4-methyl-5-[4-methylthiobenzoyl]-2H-imidazol-2-one","Cyclic Nucleotides","Enzyme","Inhibitor","PDE III","Selective phosphodiesterase III (PDE III) inhibitor"
"89",14,"C08",9.11245386728707,8.34373862258495,8.72809624493601,0.543563762330343,"S 2816",398.73057,"SKF 83959 hydrobromide","6-chloro-7,8-dihydroxy-3-methyl-1-(3-methylphenyl)-2,3,4,5-tetrahydro-1H-3-benzazepine hydrobromide","Dopamine",NA,"Agonist","D1","Atypical D1 dopamine receptor agonist; displays antagonist activity in vitro and agonist activity in vivo"
"90",5,"D10",8.88062663207398,8.37243856851604,8.62653260029501,0.359343225859881,"D 5290",183.20886,"(-)-alpha-Methylnorepinephrine","Levonordefrin; (-)-3,4-Dihydroxynorephedrine","Adrenoceptor",NA,"Agonist",NA,"Active enantiomer; adrenoceptor agonist; vasoconstrictor; antihypertensive"
"91",12,"D03",5.7200973382249,11.4514295346135,8.58576343641918,4.05266386129914,"N-183",380.24842,"NBQX disodium","FG9202 disodium","Glutamate",NA,"Antagonist","AMPA/kainate","Neuroprotective AMPA/kainate glutamate receptor antagonist; water soluble salt of NBQX"
"92",15,"G11",10.4609850204048,6.56905736553848,8.51502119297166,2.75200843664345,"T 7290",202.17092,"Tyrphostin 25","(4,5-Trihydroxybenzylidene)malononitrile","Phosphorylation","Enzyme","Inhibitor","EGFR","EGFR tyrosine kinase inhibitor"
"93",10,"C10",9.00871797980772,7.99604420332365,8.50238109156568,0.716068494481678,"M 6500",113.60976,"Cysteamine hydrochloride","Mercaptamine; MEA hydrochloride","Somatostatin",NA,"Depleter",NA,"Induces duodenal ulcers in rats, potent depletion of prolactin concentrations in pituitary tissue in vivo and in vitro and depletion of somatostatin concentrations."
"94",9,"D02",8.47940107284081,8.41554759432548,8.44747433358314,0.0451512276605384,"I 3639",335.42245,"Isotharine mesylate","4-[1-Hydroxy-2-[(1-methylethyl)amino]butyl]-1,2-benzenediol mesylate","Adrenoceptor",NA,"Agonist","beta","beta-Adrenoceptor agonist; bronchodilator"
"95",7,"H03",10.9190992230009,5.71704475937845,8.3180719911897,3.67840798732921,"E 7881",270.24395,"Emodin",NA,"Phosphorylation","Enzyme","Inhibitor","p56lck TK","p56lck Tyrosine kinase inhibitor"
